word1,color1,word2,color2,corr_resp,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,text_2.started,text_2.stopped,text_4.started,fixation.started,sti.started,fixation.stopped,sti.stopped,dist.started,dist.stopped,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Blue,blue,Nila,red,b,1,0,16,4,,,,,,,,,,,,,,,,78.49916940002004,78.98871659999713,79.00536980002653,79.98886230000062,79.98886230000062,81.48811069998192,81.98829579999438,b,1,0.08696109999436885,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,1,1,17,6,,,,,,,,,,,,,,,,82.10478809999768,82.6045269999886,82.6045269999886,83.60423880000599,83.60423880000599,85.10427519999212,85.6039886000217,r,1,0.5110375999938697,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,1,2,18,7,,,,,,,,,,,,,,,,86.14888719998999,86.63667490001535,86.6534717999748,87.63667440001154,87.63667440001154,89.13626840000506,89.63616569997976,y,1,0.14676909998524934,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,1,3,19,6,,,,,,,,,,,,,,,,89.8122172000003,90.30290529999183,90.31927159999032,91.3023604999762,91.3023604999762,92.80200179998064,93.30188179999823,r,1,0.049548499984666705,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,1,4,20,15,,,,,,,,,,,,,,,,93.37963959999615,93.86856859998079,93.88510720001068,94.86799130000873,94.86799130000873,96.36773390002782,96.86764409998432,b,1,0.1419758999836631,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,1,5,21,13,,,,,,,,,,,,,,,,97.03435440000612,97.53412620001473,97.53412620001473,98.53397089999635,98.53397089999635,100.03323760000058,100.53334780002479,o,1,0.05512949998956174,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,1,6,22,9,,,,,,,,,,,,,,,,100.62179160001688,101.11632939998526,101.13329219998559,102.11600179999368,102.11600179999368,103.61640709999483,104.1161323999986,o,1,0.15526309999404475,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,1,7,23,1,,,,,,,,,,,,,,,,104.3081296000164,104.79914860002464,104.81571940000867,105.7990063999896,105.7990063999896,107.29825180000626,107.7982402999769,y,1,0.4441982999560423,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,1,8,24,1,,,,,,,,,,,,,,,,108.26482199999737,108.7648307000054,108.7648307000054,109.76474860002054,109.76474860002054,111.26422130002175,111.76407099998323,y,1,0.21674740000162274,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,1,9,25,3,,,,,,,,,,,,,,,,112.0103932999773,112.49742939998396,112.5138340999838,113.49696299998323,113.49696299998323,114.99663489998784,115.49681610002881,b,1,0.49257129995385185,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,1,10,26,1,,,,,,,,,,,,,,,,116.02035669999896,116.51318660000106,116.52961109997705,117.51253930001985,117.51253930001985,119.01227329997346,119.51210559997708,y,1,0.35585169994737953,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,1,11,27,15,,,,,,,,,,,,,,,,119.89567900000839,120.39510879997397,120.39510879997397,121.39533999998821,121.39533999998821,122.89455720002297,123.3945411000168,b,1,0.2926693999907002,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,1,12,28,11,,,,,,,,,,,,,,,,123.72238320001634,124.21104219998233,124.22770149999997,125.21070200001122,125.21070200001122,126.71067760000005,127.20998260000488,b,1,0.04228019999573007,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,1,13,29,10,,,,,,,,,,,,,,,,127.28061329998309,127.776826300018,127.79346910002641,128.77658900001552,128.77658900001552,130.27616770000895,130.7758896999876,y,1,0.5256866000127047,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,1,14,30,3,,,,,,,,,,,,,,,,131.3402170999907,131.8258908999851,131.84260749997338,132.82601680001244,132.82601680001244,134.32544649997726,134.82500479998998,b,1,0.03166779997991398,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,1,15,31,0,,,,,,,,,,,,,,,,134.87491830001818,135.37498249998316,135.37498249998316,136.37468730000546,136.37468730000546,137.87437969999155,138.37447650003014,r,1,0.4195390999666415,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,2,0,32,5,,,,,,,,,,,,,,,,138.83953529997962,139.32411410001805,139.3407162000076,140.32392100000288,140.32392100000288,141.8230056000175,142.32329179998487,o,1,0.13993160001700744,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,2,1,33,8,,,,,,,,,,,,,,,,142.5032151999767,142.98969050002052,143.00619719998213,143.9897321999888,143.9897321999888,145.4894701000303,145.988569499983,r,1,0.3740360999945551,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,2,2,34,13,,,,,,,,,,,,,,,,146.40015609998954,146.8888848000206,146.90591199998744,147.88862510002218,147.88862510002218,149.38826059998246,149.888306799985,o,1,0.32716520002577454,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,2,3,35,11,,,,,,,,,,,,,,,,150.2378972999868,150.73791020002682,150.73791020002682,151.73791640001582,151.73791640001582,153.23723010002868,153.73746929998742,b,1,0.2896360000013374,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,2,4,36,14,,,,,,,,,,,,,,,,154.0641921000206,154.55367220001062,154.57020830002148,155.5533825000166,155.5533825000166,157.05300910002552,157.55256789998384,y,1,0.3313364000059664,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,2,5,37,1,,,,,,,,,,,,,,,,157.91435390000697,158.40274980000686,158.4195439000032,159.40223750000587,159.40223750000587,160.90243940002983,161.40197720000288,y,1,0.34816170000704005,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,2,6,38,2,,,,,,,,,,,,,,,,161.7792938000057,162.26849370001582,162.28545979998307,163.2681820000289,163.2681820000289,164.7675255999784,165.26766650000354,o,1,0.08490969997365028,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,2,7,39,8,,,,,,,,,,,,,,,,165.39739930001087,165.88394500000868,165.9009137999965,166.88382119999733,166.88382119999733,168.38357970002107,168.88344389997656,r,1,0.114201599964872,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,2,8,40,12,,,,,,,,,,,,,,,,169.01655439997558,169.51670719997492,169.51670719997492,170.51652710000053,170.51652710000053,172.01634390000254,172.51603080000496,r,1,0.13859609997598454,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,2,9,41,10,,,,,,,,,,,,,,,,172.69304290000582,173.18202260002727,173.19900159997633,174.18209930002922,174.18209930002922,175.68162970000412,176.18161650002003,y,1,0.35687849996611476,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,2,10,42,2,,,,,,,,,,,,,,,,176.57362899999134,177.06494760001078,177.08153169997968,178.06420040002558,178.06420040002558,179.56420730001992,180.06398179999087,o,1,0.2990521999890916,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,2,11,43,2,,,,,,,,,,,,,,,,180.38033980003092,180.8807245999924,180.8807245999924,181.88022849999834,181.88022849999834,183.38002330000745,183.87969139998313,o,1,0.10706559999380261,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,2,12,44,9,,,,,,,,,,,,,,,,184.02745539997704,184.5130978000234,184.52968229999533,185.5127464000252,185.5127464000252,187.01238979998743,187.51228050002828,o,1,0.11859829997410998,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,2,13,45,6,,,,,,,,,,,,,,,,187.67502690001857,188.16208620002726,188.1786888000206,189.16218869999284,189.16218869999284,190.66148499998963,191.16140749998158,r,1,0.008925999980419874,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,2,14,46,0,,,,,,,,,,,,,,,,191.2079725000076,191.69461569999112,191.71118089999072,192.69466919999104,192.69466919999104,194.19402390002506,194.693750299979,r,1,0.29878690000623465,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,2,15,47,5,,,,,,,,,,,,,,,,195.01641819998622,195.5107115000137,195.52702219999628,196.51004309998825,196.51004309998825,198.009751399979,198.50938360003056,o,1,0.10296290001133457,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,3,0,48,6,,,,,,,,,,,,,,,,198.64922149997437,199.14269020000938,199.15948049997678,200.1425938999746,200.1425938999746,201.64210549998097,202.14201790001243,r,1,0.21398319996660575,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,3,1,49,5,,,,,,,,,,,,,,,,202.37482630001614,202.87541019998025,202.87541019998025,203.8750613000011,203.8750613000011,205.3742536000209,205.87451559997862,o,1,0.04427939996821806,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,3,2,50,11,,,,,,,,,,,,,,,,205.95567769999616,206.44101419998333,206.45766339998227,207.44097400002647,207.44097400002647,208.94031869998435,209.4401913000038,b,1,0.014151000010315329,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,3,3,51,13,,,,,,,,,,,,,,,,209.48693549999734,209.97381210001186,209.99011880002217,210.97326910000993,210.97326910000993,212.47283300000709,212.9729992999928,o,1,0.3147175000049174,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,3,4,52,10,,,,,,,,,,,,,,,,213.32033730001422,213.8056828000117,213.82216540002264,214.80563219997566,214.80563219997566,216.3050029000151,216.8052677999949,y,1,0.10906990000512451,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,3,5,53,7,,,,,,,,,,,,,,,,216.9525990000111,217.43853939999826,217.4552750000148,218.43798009998864,218.43798009998864,219.93748119997326,220.43786629999522,y,1,0.07750780001515523,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,3,6,54,3,,,,,,,,,,,,,,,,220.54918119998183,221.03773019998334,221.05412360001355,222.03741940000327,222.03741940000327,223.53693740000017,224.0369116999791,b,1,0.39589670003624633,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,3,7,55,12,,,,,,,,,,,,,,,,224.46402710000984,224.95298950001597,224.96988390001934,225.95288779999828,225.95288779999828,227.45203929999843,227.95240790001117,r,1,0.12475040002027526,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,3,8,56,10,,,,,,,,,,,,,,,,228.12215549999382,228.60208169999532,228.63554290001048,229.6015661000274,229.6015661000274,231.1015448999824,231.60148469998967,y,1,0.5646671000286005,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,3,9,57,4,,,,,,,,,,,,,,,,232.19709680002416,232.68454729998484,232.70082899997942,233.6843138000113,233.6843138000113,235.18423479999183,235.6842243000283,b,1,0.027953899989370257,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,3,10,58,14,,,,,,,,,,,,,,,,235.74733029998606,236.23377470002742,236.2503194999881,237.23377619998064,237.23377619998064,238.73314979998395,239.23337899998296,y,1,0.35049600002821535,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,3,11,59,2,,,,,,,,,,,,,,,,239.62782960000914,240.11640170001192,240.13276780000888,241.11609610001324,241.11609610001324,242.61546040000394,243.11531189997913,o,1,0.11992489994736388,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,3,12,60,5,,,,,,,,,,,,,,,,243.27213709999342,243.76518869999563,243.78179600002477,244.76495779998368,244.76495779998368,246.26416100002825,246.76443989999825,o,1,0.06780659995274618,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,3,13,61,14,,,,,,,,,,,,,,,,246.86606680002296,247.34752060001483,247.38086370000383,248.34713770000963,248.34713770000963,249.8470405000262,250.34723770001438,y,1,0.08278739999514073,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,3,14,62,12,,,,,,,,,,,,,,,,250.44652890000725,250.94664229999762,250.94664229999762,251.94662180001615,251.94662180001615,253.44618369999807,253.94629089999944,r,1,0.0605335000436753,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,3,15,63,7,,,,,,,,,,,,,,,,254.02891970000928,254.52960120001808,254.52960120001808,255.5290283000213,255.5290283000213,257.0286492999876,257.5285978000029,y,1,0.20907919999444857,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,1,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,1,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,1,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,1,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,1,4,20,4,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,1,5,21,5,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,1,6,22,6,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,1,7,23,7,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
